Código;Descrição Resumida
"2008008028";"PERFIL (T) AI SUPERDUPLEX,  ESP. 1/2 DIMENSOES 6 x 6 pol"
"2004001007";"VIGA TIPO (U), AC, SAE-1020, ALMA (1) 5.59mm DIM 8 x 2.1/4 pol"
"2004002003";"VIGA TIPO (U) AISI 304, ALMA (1) 4.67mm DIM 4 x 1.5/8 pol"
"2004002004";"VIGA TIPO (U) AISI 304, ALMA (2) 6.27mm DIM 4 x 1.5/8 pol"
"2004004001";"VIGA TIPO (U), AC, A36, ALMA (1) 4.32mm DIM 3 x 1.1/2 pol"
"2004004002";"VIGA TIPO (U), AC, A36, ALMA (2) 6.55mm DIM 3 x 1.1/2 pol"
"2004004003";"VIGA TIPO (U), AC, A36, ALMA (1) 4.67mm DIM 4 x 1.5/8 pol"
"2004004004";"VIGA TIPO (U), AC, A36, ALMA (2) 6.27mm DIM 4 x 1.5/8 pol"
"2004004005";"VIGA TIPO (U), AC, A36, ESP. ALMA (1) 5.08mm DIM 6 x 2 pol"
"2004004006";"VIGA TIPO (U), AC, A36, ESP. ALMA (2) 7.98mm DIM 6 x 2 pol"
"2004004007";"VIGA TIPO (U), AC, A36, ALMA (1) 5.59mm DIM 8 x 2.1/4 pol"
"2004004008";"VIGA TIPO (U), AC, A36, ALMA (2) 7.70mm DIM 8 x 2.1/4 pol"
"2004004009";"VIGA TIPO (U), AC, A36, ALMA (1) 6.10mm DIM 10 x 2.5/8 pol"
"2004004011";"VIGA TIPO (U), AC, A36, ESP. ALMA (3) 11.10mm DIM 6 x 2 pol"
"2004005003";"VIGA TIPO (U) (AC) A572-50 ALMA (1) 4.67mm (4 x 1.5/8 pol)"
"2004005004";"VIGA TIPO (U) (AC) A572-50 ALMA (2) 6.27mm (4 x 1.5/8 pol)"
"2004005005";"VIGA TIPO (U) (AC) A572-50 ESP. ALMA (1) 5.08mm (6 x 2 pol)"
"2004006017";"VIGA TIPO (U) AISI 316L, ALMA (1) 5.59mm DIM 8 x 2.1/4 pol"
"2008001001";"PERFIL (I) ASTM A572 GRAU 50, W 150mm x 13.0 kg/m"
"2008001002";"PERFIL (I) ASTM A572 GRAU 50, W 150mm x 18.0 kg/m"
"2008001004";"PERFIL (I) ASTM A572 GRAU 50, W 200mm x 15.0 kg/m"
"2008001005";"PERFIL (I) ASTM A572 GRAU 50, W 200mm x 19.3 kg/m"
"2008001006";"PERFIL (I) ASTM A572 GRAU 50, W 200mm x 22.5 kg/m"
"2008001007";"PERFIL (I) ASTM A572 GRAU 50, W 200mm x 26.6 kg/m"
"2008001008";"PERFIL (I) ASTM A572 GRAU 50, W 200mm x 31.3 kg/m"
"2008001010";"PERFIL (I) ASTM A572 GRAU 50, W 250mm x 22.3 kg/m"
"2008001013";"PERFIL (I) ASTM A572 GRAU 50, W 250mm x 32.7 kg/m"
"2008001014";"PERFIL (I) ASTM A572 GRAU 50, W 250mm x 38.5 kg/m"
"2008001015";"PERFIL (I) ASTM A572 GRAU 50, W 250mm x 44.8 kg/m"
"2008001022";"PERFIL (I) ASTM A572 GRAU 50, W 310mm x 52.0 kg/m"
"2008001026";"PERFIL (I) ASTM A572 GRAU 50, W 360mm x 51.0 kg/m"
"2008001027";"PERFIL (I) ASTM A572 GRAU 50, W 360mm x 57.8 kg/m"
"2008001028";"PERFIL (I) ASTM A572 GRAU 50, W 360mm x 64.0 kg/m"
"2008001030";"PERFIL (I) ASTM A572 GRAU 50, W 360mm x 79.0 kg/m"
"2008001041";"PERFIL (I) ASTM A572 GRAU 50, W 460mm x 74.0 kg/m"
"2008001043";"PERFIL (I) ASTM A572 GRAU 50, W 460mm x 89.0 kg/m"
"2008001054";"PERFIL (I) ASTM A572 GRAU 50, W 610mm x 101.0 kg/m"
"2008003001";"PERFIL (I) ASTM A36, W150mm x 13.0 kg/m"
"2008003002";"PERFIL (I) ASTM A36, W150mm x 18.0 kg/m"
"2008003003";"PERFIL (I) ASTM A36, W150mm x 24.0 kg/m"
"2008003004";"PERFIL (I) ASTM A36, W200mm x 15.0 kg/m"
"2008003005";"PERFIL (I) ASTM A36, W200mm x 19.3 kg/m"
"2008003006";"PERFIL (I) ASTM A36, W200mm x 22.5 kg/m"
"2008003007";"PERFIL (I) ASTM A36, W 200mm x 26.6 kg/m"
"2008003008";"PERFIL (I) ASTM A36, W200mm x 31.3 kg/m"
"2008003013";"PERFIL (I) ASTM A36, W 250mm x 32.7 kg/m"
"2008003014";"PERFIL (I) ASTM A36, W250mm x 38.5 kg/m"
"2008003020";"PERFIL (I) ASTM A36, W 310mm x 38.7 kg/m"
"2008003028";"PERFIL (I) ASTM A36 (347 X 203), W 360mm x 64.0 kg/m"
"2008003060";"PERFIL (I) ASTM A36, W 200mm x 29.8 kg/m"
"9103004520";"Perfil W250 x 73,0 Kg/m, A572 GR. 50 com comprimento de 6 metros"
"9101002339";"Tubo AC 5L-B PSL-1 s/c 3/4 pol"
"9103005922";"TUBO S/C 1.1/2 SCH-80 A/C ASTM A106 GR"
"9103005923";"TUBO 3 POL SCH 40 API 5L GR. B"
"9103006270";"TUBO 8 POL SCH 40 API 5L GR. B"
"9103006279";"TUBO 6 POL SCH 40 API 5L GR. B"
"9103006288";"TUBO 4 POL SCH 40 API 5L GR. B"
"9103006291";"TUBO 2 POL SCH 40 API 5L GR. B"
"1501004003";"TUBO (AC) A106-B, SC (PL) 80-XS, 0.154 (3.91 mm) 3/4 pol"
"1501004005";"TUBO (AC) A106-B, SC (PL) 80-XS, 0.179 (4.55 mm) 1 pol"
"1501004009";"TUBO (AC) A106-B, SC (PL) 80-XS, 0.200 (5.08 mm) 1.1/2 pol"
"1501004012";"TUBO (AC) A106-B, SC (PR), 80-XS, 0.218 (5.54 mm) 2 pol"
"1501004013";"TUBO (AC) A106-B, SC (PR), 80-XS, 0.300 (7.62 mm) 3 pol"
"1501004014";"TUBO (AC) A106-B, SC (PR), 80-XS, 0.337 (8.56 mm) 4 pol"
"1501004016";"TUBO (AC) A106-B, SC (PR), 80-XS, 0.432 (10.97 mm) 6 pol"
"1501004018";"TUBO (AC) A106-B, SC (PR), 80-XS, 0.500 (12.70 mm) 8 pol"
"1501004024";"TUBO (AC) A106-B, SC (PR), SCH-STD, 0.375 (9.53 mm) 12 pol"
"1501004032";"TUBO (AC) A106-B, SC (PL) S160, 0.250 (6.35 mm) 1 pol"
"1501004035";"TUBO (AC) A106-B, SC (PR), S160, 0.344 (8.74 mm) 2 pol"
"1501004036";"TUBO (AC) A106-B, SC (PR), 40-STD, 0.154 (3.91 mm) 2 pol"
"1501004038";"TUBO (AC) A106-B, SC (PR), 40-STD, 0.216 (5.49 mm) 3 pol"
"1501004041";"TUBO (AC) A106-B, SC (PR), 40-STD, 0.237 (6.02 mm) 4 pol"
"1501004043";"TUBO (AC) A106-B, SC (PR), S160, 0.719 (18.26 mm) 6 pol"
"1501004045";"TUBO (AC) A106-B, SC (PR), 40-STD, 0.280 (7.11 mm) 6 pol"
"1501004048";"TUBO (AC) A106-B, SC (PR), 40-STD, 0.322 (8.18 mm) 8 pol"
"1501004052";"TUBO (AC) A106-B, SC (PR), 40-STD, 0.365 (9.27 mm) 10 pol"
"1501004058";"TUBO (AC) A106-B, SC (PR), S40, 0.438 (11.13 mm) 14 pol"
"1501004059";"TUBO (AC) A106-B, SC (PR), S30-STD, 0.375 (9.53 mm) 14 pol"
"1501004061";"TUBO (AC) A106-B, SC (PR), S160, 0.375 (9.53 mm) 2.1/2 pol"
"1501004062";"TUBO (AC) A106-B, SC (PR), S60, 0.812 (20.62 mm) 20 pol"
"1501004086";"TUBO (AC) A106-B, SC (PL) 40-STD, 0.133 (3.38 mm) 1 pol"
"1501004097";"TUBO (AC) A106-B, SC (PL) 40-STD, 0.145 (3.68 mm) 1.1/2 pol"
"1501004238";"TUBO (AC) A106-B, SC (PR), S40, 0.406 (10.31 mm) 12 pol"
"1501004289";"TUBO (AC) A106-B, SC (PR), S40-XS, 0.500 (12.70 mm) 16 pol"
"1501004315";"TUBO (AC) A106-B, SC (PR), SCH-STD, 0.375 (9.53 mm) 18 pol"
"1501004320";"TUBO (AC) A106-B, SC (PR), S40, 0.562 (14.27 mm) 18 pol"
"1501017053";"TUBO (AC) A106 Gr B (PC) C/C SCH-40-STD (2 pol)"
"1502030015";"TUBO (AI) A269-316L (PL) ESP. 1.24mm 3/4 pol"
"1502030017";"TUBO (AI) A269-316L (PL) ESP. 3.00mm 1 pol"
"2303001007";"TUBO (AI) A269-316L (PL) ESP. 3.048mm 1 pol"
"1502002034";"TUBO (AI) A312-304L, S/C (PL) 40S (2.77 mm) 1/2 pol"
"1502002047";"TUBO (AI) A312-304L, S/C (PL) 40S, 0.133 pol (3.38 mm) 1 pol"
"1502002110";"TUBO (AI) A312-304L, S/C (PC) 10S, 0.120 pol (3.05 mm) 4 pol"
"1502002142";"TUBO (AI) A312-304L, S/C (PC) 10S, 0.134 pol (3.40 mm) 6 pol"
"1502003002";"TUBO (AI) A312-316L, S/C (PL) 80S (3.91 mm) 3/4 pol"
"1502003003";"TUBO (AI) A312-316L, S/C (PL) 80S, 0.179 pol (4.55 mm) 1 pol"
"1502003004";"TUBO (AI) A312-316L, S/C (PL) 80S (5.08 mm) 1.1/2 pol"
"1502003005";"TUBO (AI) A312-316L, S/C (PC) 40S, 0.154 pol (3.91 mm) 2 pol"
"1502003007";"TUBO (AI) A312-316L, S/C (PC) 40S, 0.216 pol (5.49 mm) 3 pol"
"1502003009";"TUBO (AI) A312-316L, S/C (PC) 40S, 0.237 pol (6.02 mm) 4 pol"
"1502003011";"TUBO (AI) A312-316L, S/C (PC) 40S, 0.280 pol (7.11 mm) 6 pol"
"1502003015";"TUBO (AI) A312-316L, S/C (PC) 40S (9.27 mm) 10 pol"
"1502003031";"TUBO (AI) A312-316L, S/C (PL) 40S (2.77 mm) 1/2 pol"
"1502003038";"TUBO (AI) A312-316L, S/C (PL) 10S (2.11 mm) 3/4 pol"
"1502003039";"TUBO (AI) A312-316L, S/C (PL) 40S (2.87 mm) 3/4 pol"
"1502003044";"TUBO (AI) A312-316L, S/C (PL) 40S, 0.133 pol (3.38 mm) 1 pol"
"1502003055";"TUBO (AI) A312-316L, S/C (PL) 40S (3.68 mm) 1.1/2 pol"
"1502003060";"TUBO (AI) A312-316L, S/C (PC) 10S, 0.109 pol (2.77 mm) 2 pol"
"1502003064";"TUBO (AI) A312-316L, S/C (PC) 80S, 0.218 pol (5.54 mm) 2 pol"
"1502003079";"TUBO (AI) A312-316L, S/C (PL) 80S (7.01 mm) 2.1/2 pol"
"1502003084";"TUBO (AI) A312-316L, S/C (PC) 10S, 0.120 pol (3.05 mm) 3 pol"
"1502003107";"TUBO (AI) A312-316L, S/C (PC) 10S, 0.120 pol (3.05 mm) 4 pol"
"1502003117";"TUBO (AI) A312-316L, S/C (PC) 80S, 0.337 pol (8.56 mm) 4 pol"
"1502003139";"TUBO (AI) A312-316L, S/C (PC) 10S, 0.134 pol (3.40 mm) 6 pol"
"1502003150";"TUBO (AI) A312-316L, S/C (PC) 80S (10.97 mm) 6 pol"
"1502009199";"TUBO (AI) A312-304L, C/C (PL) 40S (3.68 mm) 1.1/2 pol"
"1502010181";"TUBO (AI) A312-316L, C/C (PL) 40S (2.87 mm) 3/4 pol"
"1502010187";"TUBO (AI) A312-316L, C/C (PL) 40S, 0.133 pol (3.38 mm) 1 pol"
"1502010188";"TUBO (AI) A312-316L, C/C (PL) 80S, 0.179 pol (4.55 mm) 1 pol"
"1502010200";"TUBO (AI) A312-316L, C/C (PL) 80S (5.08 mm) 1.1/2 pol"
"1502010205";"TUBO (AI) A312-316L, C/C (PC) 10S, 0.109 pol (2.77 mm) 2 pol"
"1502010225";"TUBO (AI) A312-316L, C/C (PL) 80S (7.01 mm) 2.1/2 pol"
"1502010230";"TUBO (AI) A312-316L, C/C (PC) 10S, 0.120 pol (3.05 mm) 3 pol"
"1502010239";"TUBO (AI) A312-316L, C/C (PC) S-160 (11.13 mm) 3 pol"
"1502010254";"TUBO (AI) A312-316L, C/C (PC) 10S, 0.120 pol (3.05 mm) 4 pol"
"1502010287";"TUBO (AI) A312-316L, C/C (PC) 10S, 0.134 pol (3.40 mm) 6 pol"
"1502010303";"TUBO (AI) A312-316L, C/C (PC) S-160 (18.26 mm) 6 pol"
"1502010309";"TUBO (AI) A312-316L, C/C (PC) 10S, 0.148 pol (3.76 mm) 8 pol"
"1502010330";"TUBO (AI) A312-316L, C/C (PC) S-160 (23.01 mm) 8 pol"
"1502010334";"TUBO (AI) A312-316L, C/C (PC) 10S (4.19 mm) 10 pol"
"1502010342";"TUBO (AI) A312-316L, C/C (PC) 40S (9.27 mm) 10 pol"
"1502010482";"TUBO (AI) A312 TP-316L (PC) S-40S C/C 9.53mm (20 pol)"
"1502027009";"TUBO (AI) A312-321, S/C (PL) 40S (2.77 mm) 1/2 pol"
"1502027017";"TUBO (AI) A312-321, S/C (PL) 40S (2.87 mm) 3/4 pol"
"1502027022";"TUBO (AI) A312-321, S/C (PL) 40S, 0.133 pol (3.38 mm) 1 pol"
"1502027023";"TUBO (AI) A312 TP-321 (PL) S/C SCH-160 (1 pol)"
"1502027033";"TUBO (AI) A312-321, S/C (PL) 40S (3.68 mm) 1.1/2 pol"
"1502027038";"TUBO (AI) A312 TP-321 (PC) S/C SCH-10S (2 pol)"
"1502027070";"TUBO (AI) A312 TP-321 (PC) S/C SCH-160 (3 pol)"
"1502027085";"TUBO (AI) A312 TP-321 (PC) S/C SCH-10S (4 pol)"
"1502027096";"TUBO (AI) A312 TP-321 (PC) S/C ESP, 0.438 pol (11.13mm), (4 pol)"
"1502027097";"TUBO (AI) A312 TP-321 (PC) S/C S-160 (4 pol)"
"1502027117";"TUBO (AI) A312 TP-321 (PC) S/C SCH-10S (6 pol)"
"1502027138";"TUBO (AI) A312 TP-321 (PC) S/C SCH-10S (8 pol)"
"1502027162";"TUBO (AI) A312 TP-321 (PC) S/C SCH-10S (10 pol)"
"1502027360";"TUBO (AI) A312 TP-321 (PC) S/C 6.35mm (24 pol)"
"1502028181";"TUBO (AI) A312 TP-321 (PL) C/C SCH-40S (3/4 pol)"
"1502028182";"TUBO (AI) A312 TP-321 (PL) C/C SCH-80S (3/4 pol)"
"1502028187";"TUBO (AI) A312 TP-321 (PL) C/C SCH-40S (1 pol)"
"1502028188";"TUBO (AI) A312 TP-321 (PL) C/C SCH-80S (1 pol)"
"1502028200";"TUBO (AI) A312 TP-321 (PL) C/C 80S (1.1/2 pol)"
"1502028205";"TUBO (AI) A312 TP-321 (PC) C/C SCH-10S (2 pol)"
"1502028230";"TUBO (AI) A312-321, C/C (PC) 10S, 0.120 pol (3.05 mm) 3 pol"
"1502028239";"TUBO (AI) A312 TP-321 (PC) C/C SCH-160 (3 pol)"
"1502028287";"TUBO (AI) A312 TP-321 (PC) C/C SCH-10S (6 pol)"
"1502028303";"TUBO (AI) A312 TP-321 (PC) C/C SCH-160 (6 pol)"
"1502028309";"TUBO (AI) A312 TP-321 (PC) C/C SCH-10S (8 pol)"
"1502028317";"TUBO (AI) A312 TP-321 (PC) C/C SCH-40S (8 pol)"
"1502028330";"TUBO (AI) A312 TP-321 (PC) C/C SCH-160 (8 pol)"
"1502028334";"TUBO (AI) A312 TP-321 (PC) C/C SCH-10S (10 pol)"
"1502028451";"TUBO (AI) A312-321, C/C (PC) 10S (4.78 mm) 18 pol"
"1502028570";"TUBO (AI) A312-321, S/C (PL) 80S (3.73 mm) 1/2 pol"
"1502028571";"TUBO (AI) A312-321, S/C (PL) 80S (3.91 mm) 3/4 pol"
"1502028572";"TUBO (AI) A312 TP-321 (PL) S/C SCH-80S (1 pol)"
"1502028573";"TUBO (AI) A312 TP-321 (PL) S/C 80S (1.1/2 pol)"
"1502032009";"TUBO (AI) A312 TP-304 (PC) S/C SCH-40S (4 pol)"
"1502032047";"TUBO (AI) A312 TP-304 (PL) S/C SCH-40S (1 pol)"
"1502032058";"TUBO (AI) A312 TP-304 (PL) S/C SCH-40S (1.1/2 pol)"
"1502032082";"TUBO (AI) A312-304, S/C (PC) 80S, 0.276 pol (7.01 mm) 2.1/2 pol"
"1502033002";"TUBO (AI) A312-316, S/C (PL) 80S (3.91 mm) 3/4 pol"
"1501005002";"TUBO AC, A333 3, SC (PL) S160, 0.219 (5.56 mm) 3/4 pol"
"1501005003";"TUBO AC, A333 3, SC (PL) S160, 0.250 (6.35 mm) 1 pol"
"1501005011";"TUBO AC, A333 3, SC (PC) 40-STD, 0.365 (9.27 mm) 10 pol"
"1501005021";"TUBO (AC) A333-3 (PL) S/C SCH-80-XS (1/2 pol)"
"1501005027";"TUBO (AC) A333-3 (PL) S/C SCH-80-XS (3/4 pol)"
"1501005033";"TUBO (AC) A333-3 (PL) S/C SCH-80-XS (1 pol)"
"1501005046";"TUBO (AC) A333-3 (PL) S/C SCH-80-XS (1.1/2 pol)"
"1501005055";"TUBO AC, A333 3, SC (PC) 80-XS, 0.218 (5.54 mm) 2 pol"
"1501005113";"TUBO (AC) A333-3 (PC) S/C SCH-80-XS (4 pol)"
"1501005189";"TUBO AC, A333 3, SC (PC) S80, 0.594 (15.09 mm) 10 pol"
"1501005345";"TUBO (AC) A333-3 (PC) S/C SCH-80-XS (6 pol)"
"1501007002";"TUBO AC, A333 6, SC (PL) S160, 0.219 (5.56 mm) 3/4 pol"
"1501007003";"TUBO AC, A333 6, SC (PL) S160, 0.250 (6.35 mm) 1 pol"
"1501007004";"TUBO AC, A333 6, SC (PL) S160, 0.281 (7.14 mm) 1.1/2 pol"
"1501007006";"TUBO AC, A333 6, SC (PC) 40-STD, 0.216 (5.49 mm) 3 pol"
"1501007007";"TUBO AC, A333 6, SC (PC) 40-STD, 0.237 (6.02 mm) 4 pol"
"1501007008";"TUBO AC, A333 6, SC (PC) 40-STD, 0.280 (7.11 mm) 6 pol"
"1501007046";"TUBO AC, A333 6, SC (PL) 80-XS, 0.200 (5.08 mm) 1.1/2 pol"
"1501007047";"TUBO AC, A333 6, SC (PL) XXS, 0.400 (10.15 mm) 1.1/2 pol"
"1501007055";"TUBO AC, A333 6, SC (PC) 80-XS, 0.218 (5.54 mm) 2 pol"
"1501007058";"TUBO AC, A333 6, SC (PC) S160, 0.344 (8.74 mm) 2 pol"
"1501007059";"TUBO AC, A333 6, SC (PC) XXS, 0.436 (11.07 mm) 2 pol"
"1501007071";"TUBO AC, A333 6, SC (PC) 80-XS, 0.276 (7.01 mm) 2.1/2 pol"
"1501007084";"TUBO AC, A333 6, SC (PC) 80-XS, 0.300 (7.62 mm) 3 pol"
"1501007086";"TUBO AC, A333 6, SC (PC) XXS, 0.600 (15.24 mm) 3 pol"
"1501007114";"TUBO AC, A333 6, SC (PC) S160, 0.531 (13.49 mm) 4 pol"
"1501007162";"TUBO AC, A333 6, SC (PC) 40-STD, 0.322 (8.18 mm) 8 pol"
"1501007189";"TUBO AC, A333 6, SC (PC) S80, 0.594 (15.09 mm) 10 pol"
"1501007244";"TUBO AC, A333 6, SC (PC) S100, 0.938 (23.83 mm) 14 pol"
"1501016044";"TUBO AC, A333 6, CC (PC) 80-XS, 0.218 (5.54 mm) 2 pol"
"1501016060";"TUBO AC, A333 6, CC (PC) 80-XS, 0.276 (7.01 mm) 2.1/2 pol"
"1501016133";"TUBO AC, A333 6, CC (PC) 40-STD, 0.280 (7.11 mm) 6 pol"
"1502006207";"TUBO (AI) A358-304L CL1, C/C (PC) 10S (2.77 mm) 2 pol"
"1502007184";"TUBO (AI) A358-316L CL1, C/C (PL) 80S (3.91 mm) 3/4 pol"
"1502007190";"TUBO (AI) A358-316L CL1, C/C (PL) 80S (4.55 mm) 1 pol"
"1502007207";"TUBO (AI) A358-316L CL1, C/C (PC) 10S (2.77 mm) 2 pol"
"1502007209";"TUBO (AI) A358-316L CL1, C/C (PC) 40S (3.91 mm) 2 pol"
"1502007212";"TUBO (AI) A358-316L CL1, C/C (PC) 80S (5.54 mm) 2 pol"
"1502007227";"TUBO (AI) A358-316L CL1, C/C (PC) 80S (7.01 mm) 2.1/2 pol"
"1502007237";"TUBO (AI) A358-316L CL1, C/C (PC) 40S (5.49 mm) 3 pol"
"1502007240";"TUBO (AI) A358-316L CL1, C/C (PC) 80S (7.62 mm) 3 pol"
"1502007256";"TUBO (AI) A358-316L CL1, C/C (PC) 10S (3.05 mm) 4 pol"
"1502007263";"TUBO (AI) A358-316L CL1, C/C (PC) 40S (6.02 mm) 4 pol"
"1502007289";"TUBO (AI) A358-316L CL1, C/C (PC) 10S (3.40 mm) 6 pol"
"1502007297";"TUBO (AI) A358-316L CL1, C/C (PC) 40S (7.11 mm) 6 pol"
"1502007301";"TUBO (AI) A358-316L CL1, C/C (PC) 80S (10.97 mm) 6 pol"
"1502007311";"TUBO (AI) A358-316L CL1, C/C (PC) 10S (3.76 mm) 8 pol"
"1502007344";"TUBO (AI) A358-316L CL1, C/C (PC) 40S (9.27 mm) 10 pol"
"1502007360";"TUBO (AI) A358-316L CL1, C/C (PC) 10S (4.57 mm) 12 pol"
"1502013067";"TUBO (AI) A358-304L CL1, S/C (PC) 10S (3.05 mm) 3 pol"
"1502014009";"TUBO (AI) A358-316L CL1, S/C (PL) 40S (2.77 mm) 1/2 pol"
"1502014018";"TUBO (AI) A358-316L CL1, S/C (PL) 40S (2.87 mm) 3/4 pol"
"1502014024";"TUBO (AI) A358-316L CL1, S/C (PL) 40S (3.38 mm) 1 pol"
"1502014036";"TUBO (AI) A358-316L CL1, S/C (PL) 40S (3.68 mm) 1.1/2 pol"
"1502014042";"TUBO (AI) A358-316L CL1, S/C (PC) 10S (2.77 mm) 2 pol"
"1502014047";"TUBO (AI) A358-316L CL1, S/C (PC) 80S (5.54 mm) 2 pol"
"1502014062";"TUBO (AI) A358-316L CL1, S/C (PC) 80S (7.01 mm) 2.1/2 pol"
"1502014067";"TUBO (AI) A358-316L CL1, S/C (PC) 10S (3.05 mm) 3 pol"
"1502014072";"TUBO (AI) A358-316L CL1, S/C (PC) 40S (5.49 mm) 3 pol"
"1502014091";"TUBO (AI) A358-316L CL1, S/C (PC) 10S (3.05 mm) 4 pol"
"1502014102";"TUBO (AI) A358-316L CL1, S/C (PC) 80S (8.56 mm) 4 pol"
"1502014124";"TUBO (AI) A358-316L CL1, S/C (PC) 10S (3.40 mm) 6 pol"
"1502014136";"TUBO (AI) A358-316L CL1, S/C (PC) 80S (10.97 mm) 6 pol"
"1502014171";"TUBO (AI) A358-316L CL1, S/C (PC) 10S (4.19 mm) 10 pol"
"1502014179";"TUBO (AI) A358-316L CL1, S/C (PC) 40S (9.27 mm) 10 pol"
"1502031189";"TUBO (AI) A358 TP-321 CL1 ou 3 (PL) C/C SCH-40S (1 pol)"
"1502031201";"TUBO (AI) A358 TP-321 CL1 ou 3 (PL) C/C SCH-40S (1.1/2 pol)"
"1502031207";"TUBO (AI) A358 TP-321 CL1 ou 3 (PC) C/C 10S (2 pol)"
"1502031232";"TUBO (AI) A358 TP-321 CL1 ou 3 (PC) C/C SCH-10S (3 pol)"
"1502031268";"TUBO (AI) A358 TP-321 CL1 ou 3 (PC) C/C SCH-120 (4 pol)"
"1502031289";"TUBO (AI) A358 TP-321 CL1 ou 3 (PC) C/C SCH-10S (6 pol)"
"1502031319";"TUBO (AI) A358 TP-321 CL1 ou 3 (PC) C/C SCH-40S (8 pol)"
"1501009002";"TUBO AC, GALV. A53B, SC (PR) 80-XS, 0.154 (3.91 mm) 3/4 pol"
"1501009003";"TUBO AC, GALV. A53B, SC (PR) 80-XS, 0.179 (4.55 mm) 1 pol"
"1501009004";"TUBO AC, GALV. A53B, SC (PR) 80-XS (5.08 mm) 1.1/2 pol"
"1501009005";"TUBO AC, GALV. A53B, SC (PR) 80-XS, 0.218 (5.54 mm) 2 pol"
"1501009007";"TUBO AC, GALV. A53B, SC (PR) 40-STD, 0.154 (3.91 mm) 2 pol"
"1501009052";"TUBO AC GALV. A53B, SC (PR) 40-STD (3.68 mm) 1.1/2 pol"
"1501011002";"TUBO AC, A53B, SC (PL) 80-XS, 0.154 (3.91 mm) 3/4 pol"
"1501011003";"TUBO AC, A53B, SC (PL) 80-XS, 0.179 (4.55 mm) 1 pol"
"1501011004";"TUBO AC, A53B, SC (PL) 80-XS, 0.200 (5.08 mm) 1.1/2 pol"
"1501011005";"TUBO AC, A53B, SC (PC) 80-XS, 0.218 (5.54 mm) 2 pol"
"1501011007";"TUBO AC, A53B, SC (PL) 40-STD, 0.145 (3.68 mm) 1.1/2 pol"
"1501011008";"TUBO AC, A53B, SC (PC) 40-STD, 0.154 (3.91 mm) 2 pol"
"1501011009";"TUBO AC, A53B, SC (PC) 40-STD, 0.203 (5.16 mm) 2.1/2 pol"
"1501011010";"TUBO AC, A53B, SC (PC) 40-STD, 0.216 (5.49 mm) 3 pol"
"1501011011";"TUBO AC, A53B, SC (PC) 40-STD, 0.237 (6.02 mm) 4 pol"
"1501011012";"TUBO AC, A53B, SC (PC) 40-STD, 0.280 (7.11 mm) 6 pol"
"1501011040";"TUBO AC, A53B, SC (PL) 40-STD, 0.133 (3.38 mm) 1 pol"
"1501011046";"TUBO AC GALV. A53B, SC (PR) 40-STD (3.56 mm) 1.1/4 pol"
"1501011047";"TUBO AC, A53B, SC (PL) 80-XS, 0.191 (4.85 mm) 1.1/4 pol"
"1501011088";"TUBO AC, A53B, SC (PC) 80-XS, 0.300 (7.62 mm) 3 pol"
"1501011090";"TUBO AC, A53B, SC (PL) ESP,0.600-XXS,(15.24 mm) 3 pol"
"1501011116";"TUBO AC, A53B, SC (PC) 80-XS, 0.337 (8.56 mm) 4 pol"
"1501011149";"TUBO AC, A53B, SC (PC) 80-XS, 0.432 (10.97 mm) 6 pol"
"1501012001";"TUBO AC, A53B, CC (PC) 40-STD, 0.154 (3.91 mm) 2 pol"
"1501012004";"TUBO AC, A53B, CC (PC) 40-STD, 0.216 (5.49 mm) 3 pol"
"1501012015";"TUBO AC, GALV. A53 GR.B, CC (PR) 40-STD, 0.322 pol (8.18 mm) 8 pol"
"1501012016";"TUBO AC, A53B, CC (PC) 80-XS, 0.500 (12.70 mm) 8 pol"
"1501012077";"TUBO AC, A53B, CC (PL) 40-STD, 0.113 (2.87 mm) 3/4 pol"
"1501012084";"TUBO AC, A53B, CC (PL) 40-STD, 0.133 (3.38 mm) 1 pol"
"1501012098";"TUBO AC, A53B, CC (PL) 40-STD, 0.145 (3.68 mm) 1.1/2 pol"
"1501023003";"TUBO (AC) A53-A (PL) C/C SCH-40-STD (1 pol)"
"1501023005";"TUBO (AC) A53-A (PL) C/C SCH-40-STD (1.1/2 pol)"
"1501001045";"TUBO AC, A671 CF71 CL32, CC (PC) S20, 0.312 (7.92 mm) 14 pol"
"1501001130";"TUBO AC, A671 CF71 CL32, CC (PC) STD 0.375 (9.53 mm) 20 pol"
"1501008130";"TUBO AC, A671 CC60 CL22, CC (PC) STD 0.375 (9.53 mm) 20 pol"
"1502017009";"TUBO (AI) A790 (S32760) S/C (PL) 40S, 0.109 (2.77 mm) 1/2"
"1502017018";"TUBO (AI) A790 (S32760) S/C (PL) 40S, 0.113 (2.87 mm) 3/4"
"1502017024";"TUBO (AI) A790 (S32760) S/C (PL) 40S, 0.133 (3.38 mm) 1"
"1502017035";"TUBO (AI) A790 (S32760) S/C (PC) 10S, 0.109 (2.77 mm) DN 1.1/2 pol"
"1502017036";"TUBO (AI) A790 (S32760) S/C (PL) 40S, 0.145 (3.68 mm) 1.1/2"
"1502017042";"TUBO (AI) A790 (S32760) S/C (PC) 10S, 0.109 (2.77 mm) 2"
"1502017044";"TUBO (AI) A790 (S32760) S/C (PC) 40S, 0.154 (3.91 mm) 2"
